Timestamp,RMS Velocity (mm/s),Crest Factor,FFT Velocity Highest Peak Amplitude (mm/s - RMS),FFT Velocity Highest Peak Frequency (Hz),FFT Velocity Band 0 Power (mm/s - RMS),FFT Velocity Band 1 Power (mm/s - RMS),FFT Velocity Band 2 Power (mm/s - RMS),FFT Velocity Band 3 Power (mm/s - RMS),FFT Velocity Band 4 Power (mm/s - RMS),FFT Velocity Band 5 Power (mm/s - RMS),FFT Velocity Band 6 Power (mm/s - RMS),FFT Velocity Band 7 Power (mm/s - RMS),Kurtosis,Peak Acceleration (m/s^2),Peak Velocity (mm/s),Peak-to-Peak Acceleration (m/s^2),RMS Acceleration (m/s^2)
2025-07-01T17:59:58,1.676361097907386,3.346237075804386,0.86,22.94,0.203,0.94,1.104,0.713,0.242,0.212,0.007,0.004,2.6803226155633375,1.294378312398395,4.8796795787584655,2.5857900232076645,0.3868160811909137
2025-07-01T18:59:58,1.204400135098127,2.8252319302236693,0.7,50.0,0.214,0.374,0.794,0.818,0.173,0.182,0.007,0.002,2.5426924303950176,0.9587716785269246,3.743265070763682,1.9105200171470642,0.3393603435775342
2025-07-01T19:59:58,1.3337090702939893,3.0057687362880947,0.78,50.0,0.259,0.368,0.752,0.839,0.313,0.14,0.007,0.002,2.47191953140844,1.0597576559957815,3.627404277210003,2.025810018181801,0.3525745820699782
2025-07-01T20:59:58,1.3615856855405728,3.0681076088301973,0.76,50.0,0.294,0.661,0.95,0.826,0.192,0.148,0.006,0.002,2.404695699582992,1.0672635154381471,3.986679220610075,1.9764000177383423,0.3478572630133633
2025-07-01T21:59:58,1.3463877082653417,2.979879693760917,0.84,50.0,0.26,0.299,0.795,0.897,0.348,0.159,0.007,0.002,2.40687956915055,1.1044014356933378,3.9758772599059986,2.091690018773079,0.37061947098255793
2025-07-01T22:59:58,1.2203019564798612,2.8385650124747595,0.84,50.0,0.165,0.245,0.573,0.919,0.438,0.177,0.007,0.002,2.339713667110658,1.1103167677776784,3.1304304361844504,2.1740400195121765,0.39115424973468044
2025-07-01T23:59:58,1.1709879357081754,2.8553536068810645,0.68,50.0,0.298,0.537,0.787,0.307,0.129,0.16,0.006,0.002,2.4615981882147553,0.9761370204796549,4.30098608953805,1.8940500169992447,0.341862044031002
2025-07-02T00:59:58,1.2321516384800466,2.970444568700331,0.76,50.0,0.406,0.519,0.521,0.799,0.413,0.172,0.006,0.003,2.5206655948328924,1.0916557715164446,3.366648878769388,2.1411000192165375,0.3675058551905853
2025-07-02T01:59:58,1.2426900301465247,3.7363689966939035,0.75,24.7,0.355,0.447,0.913,0.635,0.299,0.21,0.014,0.002,2.9620561933308185,1.2740124137781095,4.158409929397919,2.3058000206947327,0.34097606925477897
2025-07-02T02:59:58,1.5712406512945907,3.2429778617346883,1.25,24.7,0.378,0.434,1.453,0.534,0.176,0.184,0.019,0.002,2.6114089548137054,1.028384950636084,4.164903956772784,1.9105200171470642,0.3171113077182694
2025-07-02T03:59:58,1.2808701170022916,3.4760204757873745,0.57,17.05,0.441,0.839,0.597,0.558,0.204,0.186,0.007,0.005,3.072995520547456,0.9795307412132388,5.229739884877006,1.9434600174427032,0.2817965970097916
2025-07-02T04:59:58,1.1718737059711395,3.138652199387796,0.6,50.0,0.301,0.247,0.66,0.68,0.136,0.18,0.007,0.003,2.7738595987853856,0.9918707315583661,3.3435212054947754,1.9105200171470642,0.3160180448639176
2025-07-02T05:59:58,1.358751879882926,2.8345407742185045,0.7,24.7,0.449,0.421,0.857,0.744,0.278,0.205,0.007,0.002,2.6418175413795573,0.9983901066168781,4.517353805469508,1.9928700178861618,0.3522228770521527
2025-07-02T06:59:58,1.2958729690378843,3.1351007733582574,0.69,24.7,0.173,0.457,0.798,0.615,0.305,0.181,0.006,0.002,2.714584944139106,1.0276683197702772,4.154597618394794,1.9434600174427032,0.3277943498669293
2025-07-02T07:59:58,1.3848045798570043,3.4387619276442396,0.86,24.7,0.269,0.334,1.116,0.772,0.166,0.193,0.006,0.002,2.692878184963064,1.2036163877556747,4.263605978555504,2.322270020842552,0.35001445667982745
2025-07-02T08:59:58,1.3077932585223926,3.040101334508784,0.71,24.7,0.332,0.757,0.664,0.544,0.253,0.185,0.006,0.003,2.459919059887731,1.0628886716488826,3.7645509902351852,2.0752200186252594,0.349622777235688
2025-07-02T09:59:58,1.1271542634271479,3.177986936013218,0.63,50.0,0.301,0.465,0.675,0.522,0.143,0.186,0.007,0.003,2.6696032925083735,1.0241566498168848,3.9542489056811956,1.9599300175905228,0.32226584641083783
2025-07-02T10:59:58,1.4455749534528568,3.064405114185619,0.78,50.0,0.383,0.612,0.753,0.913,0.338,0.217,0.007,0.002,2.678515246244956,1.2457510658682116,4.185223040837646,2.437560021877289,0.4065229692058115
2025-07-02T11:59:58,1.6006761446540267,3.381534484499316,0.93,50.0,0.392,0.536,0.962,1.063,0.334,0.198,0.013,0.002,2.6076667798777913,1.4661499057369332,4.892568382978724,2.635200023651123,0.43357532281798317
2025-07-02T12:59:58,1.4418301371768534,2.988857210263956,0.89,50.58,0.176,0.363,0.756,1.067,0.333,0.191,0.012,0.002,2.4400518739468353,1.2421643373203954,4.639635596618509,2.289330020546913,0.41559842104691774
2025-07-02T13:59:58,1.4436184539637154,2.9522104382671785,0.95,50.0,0.171,0.342,0.767,1.108,0.342,0.213,0.012,0.002,2.0933779224643327,1.3001596112784075,4.253851034117929,2.322270020842552,0.44040207785510904
2025-07-02T14:59:58,1.694915437362905,2.9787514297495177,1.03,17.05,0.4,1.239,0.479,0.966,0.275,0.128,0.011,0.002,2.4008804466733276,1.1706495808191701,4.480279840829049,2.124630019068718,0.39300009028199095
2025-07-02T15:59:58,1.3650505855856212,2.6504052998487158,0.99,50.0,0.294,0.335,0.518,1.147,0.197,0.12,0.006,0.006,1.9934374480157246,1.091044580104709,3.575906992028545,2.0752200186252594,0.41165197646072677
2025-07-02T16:59:58,1.3419384798105674,2.7665472058932186,0.98,50.0,0.354,0.588,0.353,1.092,0.189,0.104,0.006,0.005,2.037290647842489,1.096071718821703,3.428077301140749,2.091690018773079,0.39618760760231486
2025-07-02T17:59:58,0.7448589730404839,3.842286643620882,0.3,25.29,0.351,0.392,0.342,0.314,0.191,0.077,0.006,0.005,2.9226069404587243,0.7434553777663192,2.770132880610089,1.4328900128602982,0.19349295009018486
2025-07-02T18:59:58,1.0658170938447555,2.937577616170096,0.67,50.0,0.437,0.465,0.25,0.795,0.259,0.091,0.006,0.004,2.494997216358747,0.8988981525989301,3.564977613876749,1.7293500155210495,0.3059997964482314
2025-07-02T19:59:58,1.0557376348196907,2.934374261069599,0.69,50.0,0.467,0.403,0.638,0.533,0.231,0.096,0.005,0.003,2.3883675772800372,0.9144049007849794,2.8802224181403804,1.7952300161123276,0.31161836201891735
2025-07-02T20:59:58,1.5353738873185627,6.580516625411676,0.64,50.0,0.462,0.363,0.579,0.769,0.38,0.226,0.006,0.003,7.816204551229752,3.778165492893701,7.911809181041998,6.917400062084198,0.5741442059888937
2025-07-02T21:59:58,1.1199692235939254,3.0507228132828383,0.79,50.0,0.304,0.538,0.322,0.889,0.165,0.08,0.005,0.003,2.106451590704958,0.9837733389075665,2.876906862025864,1.811700016260147,0.3224722136748118
2025-07-02T22:59:58,2.5694715756011144,3.110849894468642,1.7,21.17,0.942,1.99,1.085,0.601,0.286,0.278,0.006,0.002,2.5517913615085,1.4738166050244925,7.265840832171155,2.849310025572777,0.47376654452053923
2025-07-02T23:59:58,1.338169729793221,2.6686022230232274,0.96,50.0,0.234,0.641,0.279,1.045,0.145,0.078,0.006,0.002,2.058077859501564,1.0142632122280903,4.090836582284162,1.9599300175905228,0.3800728349386758
2025-07-03T00:59:58,1.28427169373581,2.538288341902867,0.98,50.0,0.263,0.384,0.394,1.074,0.247,0.078,0.006,0.003,2.0378415805992023,0.9754507704734957,3.138139587563611,1.9105200171470642,0.3842947053612648
2025-07-03T01:59:58,1.2782218878613627,3.0734249784174956,0.88,50.0,0.4,0.391,0.588,0.949,0.325,0.102,0.006,0.003,2.363449845553546,1.149858350163817,3.642567709298282,2.0752200186252594,0.3741293046807599
2025-07-03T02:59:58,1.4937150842334335,4.9457680355101,0.91,50.0,0.45,0.412,0.805,0.987,0.265,0.12,0.007,0.006,3.139392738909695,1.9378395584078842,5.560707040293046,3.294000029563904,0.39181772062385417
2025-07-03T03:59:58,1.2432322849795532,3.1162061738256477,0.6,25.29,0.752,0.339,0.687,0.592,0.161,0.106,0.021,0.002,2.4551439726533526,0.8518936013958106,4.368586727087395,1.6634700149297714,0.2733752370273926
2025-07-03T04:59:58,0.8622479617532972,3.483674121702707,0.41,50.58,0.387,0.285,0.445,0.523,0.157,0.086,0.006,0.002,2.736442030606321,0.7647791670202019,2.4507074182607465,1.4658300131559372,0.219532350128778
2025-07-03T05:59:58,0.9051472887667052,3.4200521436676685,0.44,25.29,0.43,0.366,0.561,0.464,0.186,0.096,0.015,0.002,2.6613399625601266,0.7421615105672067,2.754849041636768,1.3505400121212006,0.21700298106312252
2025-07-03T06:59:58,0.7246118040774419,3.4044421290005293,0.35,50.58,0.363,0.245,0.279,0.427,0.153,0.123,0.012,0.002,2.6299533617788775,0.6872275549960452,2.1690584610244015,1.334070011973381,0.2018620170223896
2025-07-03T08:59:58,1.0661339704962294,2.822845022848586,0.68,50.58,0.358,0.448,0.277,0.828,0.174,0.087,0.01,0.002,2.209424856049214,0.8466734548645845,3.1179806211295418,1.647000014781952,0.299936216126449
2025-07-03T09:59:58,1.1466302517994291,3.1755003363323384,0.64,50.58,0.386,0.736,0.606,0.551,0.197,0.075,0.011,0.002,2.643050677318199,0.9621653992605085,3.4069569724640854,1.811700016260147,0.3029964721628079
2025-07-03T10:59:58,1.2325968299134047,2.9413288313074797,0.69,50.0,0.337,0.217,0.823,0.842,0.193,0.094,0.013,0.002,2.270234059264359,0.9332803501731379,3.5464353851194352,1.7952300161123276,0.3172988821376616
2025-07-03T11:59:58,1.3822013388113201,3.1581220657814915,0.74,50.0,0.394,0.47,0.826,0.859,0.194,0.092,0.021,0.002,2.400386251109149,1.0567267184685787,3.967251237309572,1.8611100167036057,0.33460604006358663
2025-07-03T12:59:58,1.2172600246495675,3.337441764588803,0.62,50.58,0.391,0.339,0.711,0.742,0.231,0.098,0.006,0.002,2.7183021840891177,1.0336694331053877,3.3587626036097618,1.9928700178861618,0.3097190920521555
2025-07-03T13:59:58,0.6319732719349443,3.321922394002508,0.54,12.94,0.578,0.202,0.053,0.013,0.009,0.01,0.014,0.003,2.7060261451816032,0.2918957252760366,1.2781351188155199,0.5764500051736832,0.08786951971034401
2025-07-03T14:59:58,0.5046866572192081,3.5242655124548183,0.4,12.94,0.412,0.116,0.069,0.019,0.034,0.066,0.006,0.003,2.7242621734308785,0.2953144655410951,1.3470905736863577,0.5764500051736832,0.0837946132314516
2025-07-03T15:59:58,0.4509804126554835,3.5991127042915427,0.37,12.94,0.418,0.087,0.059,0.015,0.013,0.01,0.022,0.004,2.731464342692604,0.3209255302240813,1.029270820772649,0.6093900054693222,0.08916795793624724
2025-07-03T16:59:58,0.4129389131849891,3.1507761611376894,0.34,12.94,0.362,0.135,0.067,0.013,0.012,0.01,0.02,0.004,2.7014511850419134,0.2981845632231044,0.9665760596728665,0.5929200053215027,0.09463844715501314
2025-07-03T17:59:58,0.3023432315831138,4.037158558888197,0.22,12.94,0.243,0.057,0.084,0.102,0.034,0.02,0.019,0.007,2.839249774077958,0.3661805013333732,0.7398345914822246,0.6752700060606003,0.09070253149388727
2025-07-03T18:59:58,0.2588885089211882,3.321372303908119,0.19,12.94,0.212,0.047,0.071,0.083,0.056,0.017,0.019,0.006,2.7669099815941482,0.2975662233738048,0.7430747428730562,0.5764500051736832,0.08959134843861712
2025-07-03T19:59:58,0.22871203677497814,4.459342327712033,0.17,12.94,0.187,0.042,0.075,0.091,0.05,0.018,0.019,0.005,2.8986351223541877,0.38965239607528523,0.6562496573022717,0.6752700060606003,0.08737889299366824
2025-07-03T20:59:58,0.26375500528943197,3.8911367178452796,0.21,12.94,0.241,0.038,0.076,0.08,0.064,0.018,0.018,0.004,2.8728109014554644,0.34836480781410095,0.6643014373007365,0.6917400062084198,0.0895277737778919
2025-07-03T21:59:58,0.27379963616431685,3.675789856744118,0.19,12.94,0.214,0.116,0.101,0.067,0.035,0.019,0.016,0.004,2.8054135395492463,0.3207611161601057,0.6648710047166819,0.5929200053215027,0.08726318115590655
2025-07-03T22:59:58,0.2346948557246641,3.713739533349154,0.14,12.94,0.17,0.087,0.075,0.085,0.057,0.019,0.018,0.004,2.9019911947472803,0.3410180011075378,0.633566239482513,0.6588000059127808,0.09182604166103116
2025-07-03T23:59:58,0.1941334738420451,3.7065449958043746,0.11,12.94,0.126,0.052,0.08,0.085,0.039,0.021,0.018,0.004,2.8494195526459682,0.32445685838077526,0.5525720834565369,0.6258600056171417,0.08753619846731778
2025-07-04T00:59:58,0.24118387383853884,3.576232653313945,0.14,12.94,0.162,0.07,0.082,0.075,0.065,0.018,0.019,0.004,2.8985737933108044,0.32711429004525094,0.6647018906108083,0.6423300057649612,0.09146896238479559
2025-07-04T02:00:00,0.26165728198293503,3.861862729326237,0.21,12.94,0.241,0.057,0.08,0.082,0.026,0.018,0.019,0.007,2.862973722563165,0.3420634601012959,0.685316976317699,0.6588000059127808,0.08857473299186226
2025-07-04T02:59:58,3.040382903519556,4.7489656739730135,1.67,33.52,0.481,1.025,1.684,1.174,1.629,1.002,0.528,0.276,3.4521677698479594,25.1705332825481,11.495337708144667,48.487680435180664,5.300213775074579
2025-07-04T03:59:58,0.6020944231180387,3.4117955034587717,0.53,12.94,0.568,0.159,0.054,0.014,0.016,0.013,0.005,0.002,2.6781610426415203,0.2687526586620758,1.227590371040413,0.5270400047302246,0.07877161992552682
2025-07-04T04:59:58,0.5364690012046429,3.6267559326815846,0.46,12.94,0.514,0.121,0.066,0.013,0.011,0.011,0.005,0.002,2.5720138337577056,0.21270175972151467,1.1985899769341208,0.411750003695488,0.058647938728053656
2025-07-04T05:59:58,0.5890561676272689,3.4752876137682334,0.52,12.94,0.57,0.118,0.091,0.013,0.011,0.01,0.005,0.002,2.5439107476543508,0.21489096872553798,1.2322544764694519,0.4282200038433075,0.0618340099030057
2025-07-04T06:59:58,0.6152378946704427,3.3172082009669777,0.53,12.94,0.592,0.136,0.081,0.009,0.013,0.011,0.006,0.002,2.473270206889757,0.209590402271715,1.2211430032900452,0.39528000354766846,0.06318276983959543
2025-07-04T07:59:58,0.5362154010529621,3.4603635382346014,0.42,12.94,0.448,0.151,0.056,0.01,0.013,0.01,0.005,0.002,2.7995504387546983,0.2109807733779437,1.206329071182365,0.411750003695488,0.06097069601120039
2025-07-04T08:59:58,0.5761342845657164,3.1991837229058646,0.48,12.94,0.535,0.141,0.094,0.013,0.012,0.01,0.005,0.002,2.617097878127155,0.19785802911954103,1.2454718491373824,0.39528000354766846,0.061846410289879736
2025-07-04T09:59:58,0.6762044980951003,3.2831034574215896,0.59,12.94,0.638,0.155,0.077,0.008,0.014,0.011,0.005,0.002,2.510954962974408,0.2546344944728642,1.2391532146022337,0.46116000413894653,0.07755908328056263
2025-07-04T10:59:58,0.6926930772515769,3.6825926322948273,0.59,12.94,0.635,0.097,0.065,0.014,0.017,0.011,0.005,0.003,2.592101660094601,0.30927357699450414,1.4498724309270414,0.5599800050258636,0.08398256551167287
2025-07-04T11:59:58,0.6584111647427677,2.9938732015060148,0.58,12.94,0.627,0.156,0.115,0.012,0.015,0.011,0.005,0.003,2.527371115923816,0.2527473069559265,1.3306341419372243,0.49410000443458557,0.08442151351927212
2025-07-04T12:59:58,0.6775517850376775,3.339333019630658,0.58,12.94,0.612,0.177,0.074,0.011,0.016,0.011,0.005,0.005,2.614358343077721,0.2839037720793082,1.6336247375409636,0.5435100048780441,0.08501810703225669
2025-07-04T13:59:58,0.5551945747225004,3.396394665562799,0.48,12.94,0.594,0.138,0.068,0.013,0.015,0.013,0.006,0.007,2.6706083345434286,0.2662650023897489,1.4022516705752066,0.5270400047302246,0.07839636691504091
2025-07-04T14:59:58,0.5705313337508151,3.2478862513136875,0.52,12.94,0.576,0.165,0.07,0.013,0.009,0.014,0.01,0.002,2.5981662903657368,0.2562339573778445,1.263911300116356,0.5105700045824051,0.07889252810938326
2025-07-04T15:59:58,0.5289035652471265,3.298068020985729,0.46,12.94,0.496,0.187,0.089,0.013,0.014,0.011,0.012,0.002,2.6091813363480214,0.25399113509209,1.1647053566440961,0.47763000428676605,0.07701209722659902
2025-07-04T16:59:58,0.4759344325948063,3.3340310562413857,0.39,12.94,0.457,0.21,0.08,0.014,0.011,0.011,0.016,0.002,2.589612139344036,0.247196545187358,1.138302865062305,0.49410000443458557,0.07414344408238195
2025-07-04T17:59:58,0.6326654682440513,3.3466747658893543,0.48,12.94,0.519,0.117,0.097,0.015,0.009,0.011,0.025,0.002,2.615212411645031,0.27183720947100987,1.4058659875903305,0.5270400047302246,0.08122606123597167
2025-07-04T18:59:58,0.4675660899351137,3.3615231786134547,0.4,12.94,0.432,0.16,0.106,0.013,0.024,0.037,0.01,0.002,2.643130059352945,0.24839748269813652,1.0852918416083284,0.47763000428676605,0.07389432394174189
2025-07-04T19:59:58,0.5861384455933972,3.0994597001569946,0.43,12.94,0.508,0.149,0.075,0.07,0.07,0.027,0.005,0.002,2.5476406891826793,0.2443228732865666,1.6629544262208549,0.47763000428676605,0.07882756897087292
2025-07-04T20:59:58,0.720192658224391,3.10635718433241,0.58,12.94,0.657,0.191,0.126,0.041,0.018,0.014,0.005,0.002,2.607488743722721,0.24905513895403905,1.6728420571081812,0.49410000443458557,0.08017595021274533
2025-07-04T21:59:58,0.5732370531977612,3.5324957436404456,0.48,12.94,0.526,0.174,0.089,0.016,0.015,0.049,0.006,0.002,2.591752961061228,0.27715028569057015,1.2476300307589667,0.5435100048780441,0.07845735870723242
2025-07-04T22:59:58,0.595916068773465,3.0603072992989717,0.5,12.94,0.538,0.2,0.069,0.012,0.012,0.014,0.027,0.002,2.564549422190707,0.24516638891913722,1.2171373291161802,0.47763000428676605,0.08011168975589406
2025-07-04T23:59:58,0.43926022298905615,3.2711202164052606,0.34,12.94,0.383,0.216,0.073,0.019,0.019,0.062,0.005,0.002,2.652852247532255,0.23738531463055146,1.163816083222539,0.46116000413894653,0.07257003684548831
2025-07-05T00:59:58,0.36722244678290566,3.0737513026788466,0.31,24.7,0.079,0.12,0.343,0.012,0.007,0.01,0.022,0.002,2.490907896924962,0.25109065655043294,0.8151082397982545,0.47763000428676605,0.08168867023548768
2025-07-05T01:59:58,0.06169076292587257,3.128688495271184,0.02,11.17,0.043,0.026,0.022,0.01,0.008,0.009,0.011,0.002,2.2359628305070274,0.18406333173010758,0.22025095047237786,0.3623400032520294,0.05883082704088558
2025-07-05T02:59:58,0.09158617007647624,3.0433180338633465,0.03,12.35,0.067,0.043,0.021,0.013,0.007,0.009,0.006,0.007,2.235209475584072,0.1815327848323957,0.2993971835960603,0.3458700031042099,0.05964962676015445
2025-07-05T03:59:58,0.05820571101345491,3.5934529200619503,0.02,15.29,0.046,0.031,0.018,0.008,0.006,0.009,0.005,0.005,2.259660723896447,0.20820717960305046,0.22339075969026784,0.3623400032520294,0.057940700555904605
2025-07-05T04:59:58,0.06682776202070426,3.4491484349478205,0.05,14.11,0.064,0.023,0.018,0.01,0.007,0.009,0.005,0.004,2.286938632110817,0.20191298032780955,0.19949740056543244,0.37881000339984894,0.05853995098673222
2025-07-05T05:59:58,0.06330000160233591,3.015205430710496,0.02,14.7,0.049,0.028,0.026,0.01,0.005,0.01,0.005,0.003,2.2567975990001763,0.17449336094109136,0.2245056092367713,0.3294000029563904,0.05787113513521835
2025-07-05T06:59:58,0.055405615774005525,2.9924249676615613,0.02,12.35,0.041,0.036,0.02,0.008,0.007,0.008,0.005,0.002,2.324788510744263,0.16474467921297117,0.16815648109846237,0.3294000029563904,0.05505390477399717
2025-07-05T07:59:58,0.06525594232323613,3.0433740409345638,0.03,13.52,0.054,0.026,0.027,0.008,0.007,0.009,0.005,0.002,2.278779966545807,0.17593913243844225,0.21506135213736424,0.3458700031042099,0.05781055173369837
2025-07-05T08:59:58,0.06025933917999627,3.294212629612337,0.03,14.7,0.045,0.028,0.025,0.011,0.006,0.009,0.005,0.005,2.252163689212224,0.19391387869351698,0.21324808086134078,0.37881000339984894,0.05886501586157077
2025-07-05T09:59:58,0.0600446312601704,3.181729421572818,0.02,12.94,0.038,0.022,0.013,0.007,0.007,0.009,0.011,0.002,2.266252262507183,0.18615067549884165,0.22117123853654466,0.3623400032520294,0.058506130105438744
2025-07-05T10:59:58,0.09384893577494459,2.9835492322314385,0.04,19.41,0.05,0.047,0.028,0.009,0.006,0.036,0.013,0.002,2.222939202132199,0.17708645666748957,0.4195233735870205,0.3458700031042099,0.05935429345506195
2025-07-05T11:59:58,0.16571819122934567,3.4269754753416386,0.03,68.23,0.059,0.037,0.041,0.061,0.086,0.027,0.005,0.002,2.2429710048446996,0.2005065252370615,0.6116535985600071,0.3623400032520294,0.058508304678507456
2025-07-05T12:59:58,0.053855952250319694,2.8238443044776176,0.02,14.7,0.032,0.029,0.019,0.008,0.006,0.009,0.022,0.002,2.194672320994163,0.16604033352147476,0.1684922774118646,0.3294000029563904,0.058799393882372895
2025-07-05T14:00:00,0.04453608055758046,3.0047537154456223,0.01,12.35,0.028,0.015,0.021,0.011,0.007,0.01,0.011,0.002,2.2606848946174085,0.17783704261172614,0.14938795585539633,0.3458700031042099,0.059185230955060786
2025-07-05T15:00:00,0.04248446487340381,3.11521914087059,0.01,15.29,0.026,0.02,0.016,0.01,0.007,0.009,0.005,0.004,2.217339155115527,0.1844493473585721,0.14660651663912147,0.3623400032520294,0.05920910825779828
2025-07-05T16:00:00,0.03988762760872185,3.2179896488187585,0.01,11.76,0.024,0.02,0.016,0.008,0.006,0.009,0.005,0.003,2.2145909189082906,0.18584329268358285,0.12589477878515434,0.3623400032520294,0.05775136435003797
2025-07-05T17:00:00,0.03766735828823318,3.254156589326814,0.01,12.35,0.021,0.016,0.02,0.01,0.006,0.009,0.005,0.002,2.403613119067486,0.1573335365683306,0.12747814056425194,0.31293000280857086,0.04834848362379455
2025-07-05T18:00:00,0.04016665966371662,4.220706464018079,0.01,11.17,0.031,0.014,0.012,0.009,0.006,0.009,0.005,0.002,3.0859598618092137,0.13031959101337837,0.14161717221919445,0.24705000221729279,0.030876250723513986
2025-07-05T19:00:00,0.04082450297869016,4.460942957776032,0.01,11.17,0.025,0.022,0.017,0.009,0.007,0.008,0.005,0.002,3.134183463025693,0.1361616516126863,0.13139157380503264,0.2635200023651123,0.030523064944226193
2025-07-05T20:00:00,0.04288868499949977,5.067703339139112,0.01,10.58,0.033,0.018,0.015,0.008,0.007,0.009,0.005,0.002,3.2175313081352925,0.1553766517851424,0.1321313726196001,0.2799900025129318,0.030660171163755884
2025-07-05T21:00:00,0.03678472043687864,3.900021333483737,0.01,14.7,0.023,0.015,0.017,0.012,0.008,0.009,0.005,0.002,3.0415550781239387,0.12077285264644565,0.13242455155562508,0.23058000206947327,0.030967228719891122
2025-07-05T22:00:00,0.03480496420820118,3.8068698577241693,0.0,15.88,0.02,0.014,0.015,0.009,0.006,0.009,0.005,0.002,3.0513659852252637,0.11639979596657213,0.12521207995380051,0.23058000206947327,0.03057624776176575
2025-07-05T23:00:00,0.041573613109649334,4.00734558436695,0.01,11.17,0.029,0.023,0.016,0.01,0.006,0.009,0.005,0.002,3.0838049604809017,0.12103019639875533,0.13193225316680363,0.23058000206947327,0.030202086106799985
2025-07-06T00:00:00,0.040416317275330904,4.575633213179011,0.02,11.76,0.029,0.024,0.018,0.009,0.006,0.009,0.005,0.002,3.085208367868663,0.1436192591014939,0.13654262038254825,0.2799900025129318,0.03138784347657788
2025-07-06T01:00:00,0.042444654273070044,4.9832154790403775,0.01,10.58,0.03,0.025,0.015,0.01,0.005,0.008,0.005,0.002,3.097322661497732,0.1522224037099578,0.15193423503188216,0.2635200023651123,0.030547024175497105
2025-07-06T02:00:00,0.04287224174289098,4.548502330648591,0.01,10.0,0.026,0.02,0.014,0.011,0.006,0.01,0.005,0.002,2.9828835049538585,0.14171420049064587,0.13099647912688134,0.24705000221729279,0.031156233456395354
2025-07-06T03:00:00,0.037214112901784696,4.575448093952044,0.01,12.35,0.023,0.017,0.015,0.008,0.006,0.009,0.005,0.002,3.0925583837750366,0.1404203332915333,0.11499866544112217,0.24705000221729279,0.030689963126703336
2025-07-06T04:00:00,0.03779820664578314,4.3137324199897185,0.01,14.11,0.026,0.015,0.019,0.01,0.007,0.009,0.005,0.002,3.1567100653112337,0.13261245236208197,0.13001939008355845,0.2635200023651123,0.03074192820759106
2025-07-06T05:00:00,0.043802901592650746,4.021523923205108,0.02,15.29,0.042,0.017,0.012,0.008,0.007,0.009,0.005,0.002,2.431816692596847,0.21018550969893113,0.12926935353502336,0.37881000339984894,0.05226513971136984
2025-07-06T06:00:00,0.039393363625537775,3.5021526082969032,0.01,12.94,0.026,0.013,0.015,0.01,0.006,0.008,0.005,0.002,2.2698314796027983,0.20267607603778337,0.14671326673509708,0.37881000339984894,0.05787185731359227
2025-07-06T07:00:00,0.04551465052271622,3.264704464899453,0.01,16.47,0.032,0.021,0.021,0.009,0.007,0.01,0.005,0.002,2.2216768544913585,0.1907614177277234,0.16640075345926655,0.3623400032520294,0.05843145061940499
2025-07-07T00:59:58,0.05372038568892017,5.006405138608458,0.01,24.7,0.034,0.029,0.018,0.009,0.007,0.009,0.005,0.002,3.104229509323606,0.15836469868696035,0.1650171966401696,0.31293000280857086,0.03163241773337149
2025-07-07T01:59:58,0.04638831055796849,4.1970769318380095,0.01,14.7,0.028,0.023,0.021,0.009,0.006,0.009,0.005,0.002,3.0584088455538105,0.12918298944067727,0.1426728802122178,0.24705000221729279,0.03077927603869407
2025-07-07T02:59:58,0.15233484041461245,4.113299689303733,0.1,15.88,0.16,0.093,0.032,0.009,0.007,0.009,0.005,0.002,3.10823171708088,0.14277753057831433,0.41075612105894116,0.2799900025129318,0.034711190859638676
2025-07-07T03:59:58,0.057651337841359195,4.731453408886814,0.03,15.88,0.048,0.027,0.018,0.011,0.007,0.01,0.005,0.002,3.2401828701390643,0.15298192520114956,0.20038899697429932,0.2799900025129318,0.03233296663427193
2025-07-07T04:59:58,0.05113696013358552,3.317617113612973,0.01,15.88,0.027,0.025,0.017,0.008,0.008,0.009,0.005,0.003,2.244877652743337,0.19510230643855822,0.15742485232112496,0.37881000339984894,0.05880796359471591
2025-07-07T05:59:58,0.06690176506382828,3.146352159489654,0.04,15.88,0.044,0.03,0.024,0.011,0.007,0.009,0.011,0.002,2.278884014485393,0.19040935717768864,0.19933378942527194,0.3623400032520294,0.06051749693796943
2025-07-07T06:59:58,0.1327903218635031,2.9536925900686777,0.04,15.29,0.074,0.034,0.032,0.03,0.063,0.052,0.005,0.002,2.2445489108904564,0.17688451330630212,0.46508937919011833,0.3458700031042099,0.05988589127421324
2025-07-07T07:59:58,0.08330568031206718,3.6325837311745204,0.03,10.0,0.061,0.017,0.018,0.009,0.006,0.047,0.005,0.002,2.2317133515062353,0.21502678903925698,0.2508600560636439,0.411750003695488,0.05919389749888368
2025-07-07T08:59:58,0.12406236794270244,3.1996114747156748,0.05,14.11,0.088,0.052,0.042,0.01,0.011,0.046,0.006,0.002,2.297379815209156,0.19337595876681413,0.3781851001124394,0.37881000339984894,0.06043732506116168
2025-07-07T09:59:58,0.1411534227561539,3.209787075623158,0.07,15.29,0.097,0.045,0.076,0.012,0.008,0.009,0.022,0.002,2.3990182195276026,0.20181647642069342,0.40527491016827805,0.39528000354766846,0.06287534707625805
